Player Name,Likes,Pos,Salary,Team,Opp,Vegas PtsA,Vegas Spread,Sacks Allowed by Offense,Fumbles Allowed by Offense,Ints Allowed by Offense,Offense Pass Yds/G,Offense Rush Yds/G,Points Scored by Offense,FP Allowed by Offense,L3 FP,L16 FP,S FP,Floor FP,Ceil FP,Proj FP,Proj Val,Actual FP,Actual Val
Denver Broncos,16,D,3800,DEN,ATL,20.5,DEN by 3.5,2.3,0.0,0.5,368,125,35.0,1.8,15.3,8.8,13.0,2.6,14.9,10.0,2.6,4.0,1.1
Arizona Cardinals,1,D,3700,ARI,@SF,19.5,ARI by 3.5,0.8,0.5,1.0,182,114,22.5,5.5,11.7,9.1,10.3,0.3,17.8,9.4,2.5,17.0,4.6
New England Patriots,31,D,3700,NE,@CLE,18.8,NE by 10,2.8,0.8,1.0,238,149,17.0,9.0,11.7,8.6,9.5,3.0,14.1,8.9,2.4,10.0,2.7
Pittsburgh Steelers,17,D,3500,PIT,NYJ,20.0,PIT by 10,1.5,0.8,2.5,253,113,19.8,12.5,4.7,7.9,4.8,1.0,14.9,9.9,2.8,7.0,2.0
Minnesota Vikings,47,D,3400,MIN,HOU,16.5,MIN by 6,1.8,0.8,1.5,237,113,17.3,9.0,16.0,10.9,17.3,3.5,18.3,8.8,2.6,16.0,4.7
Carolina Panthers,0,D,3300,CAR,TB,20.3,CAR by 5.5,2.3,0.8,2.0,277,83,17.8,12.5,7.7,11.1,7.8,3.7,18.4,10.7,3.2,3.0,0.9
Los Angeles Rams,19,D,3200,LA,BUF,22.0,BUF by 2.5,2.0,0.5,0.5,196,123,18.8,5.8,13.3,8.8,10.3,1.8,15.7,6.6,2.1,4.0,1.3
Green Bay Packers,4,D,3200,GB,NYG,21.0,GB by 7,1.5,1.3,1.0,297,94,18.3,7.5,5.7,6.0,5.7,2.0,10.0,8.4,2.6,7.0,2.2
Buffalo Bills,15,D,3100,BUF,@LA,19.5,BUF by 2.5,2.0,0.5,0.8,206,77,14.3,9.5,14.0,7.6,13.0,1.2,14.0,6.7,2.2,17.0,5.5
Baltimore Ravens,7,D,3000,BAL,WAS,20.3,BAL by 4,1.8,0.3,1.0,301,93,24.8,4.0,8.7,6.1,8.0,1.1,11.2,6.7,2.2,6.0,2.0
Houston Texans,3,D,3000,HOU,@MIN,22.5,MIN by 6,1.5,0.0,0.0,239,64,19.0,2.8,8.3,10.9,8.3,2.9,18.9,6.5,2.2,1.0,0.3
Philadelphia Eagles,11,D,2900,PHI,@DET,21.3,PHI by 3.5,2.5,0.0,1.0,300,92,23.8,4.0,12.7,8.8,12.7,0.9,16.7,7.4,2.6,5.0,1.7
Miami Dolphins,15,D,2900,MIA,TEN,21.0,MIA by 2.5,1.8,0.8,1.3,231,127,15.5,12.5,3.7,6.7,6.0,-0.3,13.7,6.3,2.2,7.0,2.4
