Player Name,Likes,Inj,Pos,Salary,Team,Opp,Rest,PS,USG,PER,Opp Pace,Opp DEff,Opp DvP,L2 FGA,L5 FGA,S FGA,L2 Min,L5 Min,S Min,L5 FP,S FP,Floor FP,Ceil FP,Proj Min,Proj FP,Proj Val,Actual Min,Actual FP,Actual Val
Courtney Lee,6,,SG/SF,5200,NYK,@IND,0,101,16,15,101,107,2%,11,11,10,32,34,33,30.2,26.0,18.6,33.5,35.0,26.6,5.1,19.8,8.0,1.5
Marcin Gortat,,,C,5200,WAS,@UTA,2,97,15,15,98,102,-8%,9,7,8,26,27,30,23.3,26.1,16.0,36.2,26.0,20.6,4.0,23.7,20.3,3.9
Dewayne Dedmon,,O,C,5200,ATL,BKN,1,111,17,18,105,108,11%,10,8,8,24,25,25,24.1,25.3,15.2,35.5,0.0,0.0,0.0,0,0.0,0.0
Jabari Parker,,O,SF/PF,5200,MIL,@BOS,1,99,,,98,99,-4%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Kyle Anderson,,O,PG/SF,5200,SAS,DET,0,103,15,17,99,105,10%,4,6,7,23,28,27,24.9,24.5,16.6,32.3,0.0,0.0,0.0,0,0.0,0.0
Kelly Oubre Jr.,1,,SG/SF,5100,WAS,@UTA,2,97,17,13,98,102,-6%,13,12,10,26,26,28,26.2,23.1,14.0,32.3,26.0,19.4,3.8,27.8,11.3,2.2
Domantas Sabonis,1,,PF/C,5100,IND,NYK,2,111,21,19,99,105,-6%,7,9,9,20,25,25,24.3,27.6,18.4,36.8,21.0,21.2,4.2,24.2,29.0,5.7
Jamal Murray,10,,PG/SG,5100,DEN,@DAL,1,104,24,13,98,106,4%,15,13,12,32,31,27,24.2,23.0,11.5,34.4,29.5,25.5,5.0,28.1,28.0,5.5
Joe Ingles,3,,SG/SF,5100,UTA,WAS,2,101,16,14,100,104,-8%,9,9,8,33,31,30,26.6,25.5,18.5,32.4,32.5,26.0,5.1,22.9,18.5,3.6
Jonathon Simmons,6,,SG/SF,5000,ORL,@CHA,0,106,23,14,101,105,3%,16,12,11,38,34,27,21.7,21.9,13.4,30.3,36.0,27.0,5.4,34.3,24.5,4.9
Rajon Rondo,9,,PG,5000,NOR,GSW,1,110,18,13,104,102,-2%,9,8,7,28,27,25,26.5,24.2,14.4,34.0,28.0,26.8,5.4,27.8,38.8,7.8
Trevor Booker,2,,PF/C,5000,BKN,@ATL,1,110,20,16,100,108,8%,9,8,9,22,23,23,23.8,23.4,13.8,32.9,19.5,19.7,3.9,19.1,27.0,5.4
Nikola Mirotic,,O,PF/C,4900,CHI,CLE,2,101,,,100,108,0%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Caris LeVert,1,,SG/SF,4900,BKN,@ATL,1,110,21,11,100,108,-8%,11,10,10,27,28,26,24.1,22.9,17.2,28.5,24.5,22.4,4.6,27.5,33.5,6.8
Marcus Morris,0,,SF/PF,4900,BOS,MIL,1,104,23,17,98,105,-13%,13,12,11,28,25,25,24.8,25.0,20.2,29.9,26.5,23.3,4.8,24.2,15.5,3.2
Rudy Gay,10,,SF/PF,4800,SAS,DET,0,103,25,18,99,105,10%,9,10,10,21,22,22,24.6,24.1,17.0,31.2,26.0,26.1,5.4,31.7,36.5,7.6
Malcolm Brogdon,,,PG/SG,4800,MIL,@BOS,1,99,19,15,98,99,-10%,11,10,11,24,27,30,24.1,24.4,15.0,33.8,24.5,19.2,4.0,32,17.5,3.6
Bobby Portis,,P,PF,4800,CHI,CLE,2,101,24,19,100,108,0%,7,9,10,18,21,22,21.1,24.7,15.5,33.9,16.5,16.3,3.4,26.7,26.8,5.6
Ersan Ilyasova,17,,SF/PF,4800,ATL,BKN,1,111,15,11,105,108,8%,11,8,7,27,21,21,18.9,16.7,7.2,26.2,27.0,26.2,5.5,20.5,15.5,3.2
Kenneth Faried,6,,PF/C,4800,DEN,@DAL,1,104,17,19,98,106,-8%,9,7,4,25,25,14,25.4,13.2,2.0,24.4,23.5,22.7,4.7,27.9,31.3,6.5
JaMychal Green,6,,SF/PF,4700,MEM,MIN,1,99,16,16,99,108,-7%,10,9,8,26,29,27,22.6,21.5,14.7,28.3,30.5,23.7,5.0,36.8,29.8,6.3
Dirk Nowitzki,2,,PF/C,4700,DAL,DEN,1,106,19,16,100,106,6%,8,9,9,26,25,25,27.1,23.1,15.4,30.8,25.0,24.6,5.2,20.8,20.0,4.3
Markieff Morris,,,SF/PF,4700,WAS,@UTA,2,97,20,12,98,102,-5%,13,10,9,22,26,23,21.1,19.3,10.2,28.4,26.0,20.6,4.4,22.5,15.8,3.4
Zach LaVine,,O,PG/SG,4700,CHI,CLE,2,101,,,100,108,5%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Allen Crabbe,4,,SG/SF,4700,BKN,@ATL,1,110,18,13,100,108,-8%,11,13,10,28,30,27,26.3,22.0,12.6,31.4,30.0,24.3,5.2,22.8,16.5,3.5
Greg Monroe,,,PF/C,4700,PHO,@PHI,1,109,22,18,104,103,5%,8,8,8,22,21,19,23.8,20.4,7.4,33.5,0.0,0.0,0.0,0,0.0,0.0
Wilson Chandler,2,,SF/PF,4700,DEN,@DAL,1,104,14,10,98,106,9%,5,7,7,25,29,30,24.6,19.8,10.8,28.8,25.5,17.6,3.7,27.4,16.8,3.6
Jerian Grant,,,PG/SG,4600,CHI,CLE,2,101,19,15,100,108,5%,9,10,8,25,26,26,27.1,22.6,13.2,32.0,22.5,20.1,4.4,13,6.0,1.3
John Henson,6,,C,4600,MIL,@BOS,1,99,14,15,98,99,-4%,6,7,6,30,27,24,25.9,22.5,12.7,32.3,28.0,24.7,5.4,21.1,6.8,1.5
J.J. Barea,14,,PG/SG,4600,DAL,DEN,1,106,28,19,100,106,7%,12,10,10,23,22,22,29.6,25.2,17.3,33.0,22.5,25.5,5.5,19.2,27.0,5.9
Bojan Bogdanovic,3,,SG/SF,4500,IND,NYK,2,111,17,14,99,105,4%,12,13,11,33,35,32,18.9,23.1,14.0,32.1,33.5,24.5,5.4,29.3,28.0,6.2
Alex Len,,Q,PF/C,4500,PHO,@PHI,1,109,16,18,104,103,5%,9,8,6,23,24,23,29.1,24.1,13.9,34.3,14.0,15.0,3.3,11.4,10.8,2.4
Lance Stephenson,1,,SG/SF,4500,IND,NYK,2,111,19,12,99,105,2%,9,9,7,22,25,21,27.1,19.2,10.4,28.0,23.5,21.6,4.8,29.4,18.8,4.2
Wesley Matthews,8,,SG/SF,4500,DAL,DEN,1,106,16,10,100,106,-3%,10,10,10,34,37,35,22.3,23.1,12.4,33.7,34.5,25.7,5.7,33.4,22.8,5.1
Michael Carter-Williams,1,,PG,4500,CHA,ORL,2,113,19,11,103,108,8%,9,7,5,30,23,18,21.2,16.4,8.0,24.9,16.0,14.8,3.3,13.8,8.3,1.8
T.J. McConnell,1,O,PG,4400,PHI,PHO,1,119,16,14,105,110,17%,5,7,6,22,28,24,26.4,21.6,10.2,33.0,0.0,0.0,0.0,0,0.0,0.0
Danny Green,1,,SG/SF,4400,SAS,DET,0,103,17,12,99,105,-10%,6,8,10,28,30,30,22.9,24.0,14.5,33.6,29.0,20.7,4.7,34.3,29.5,6.7
Marco Belinelli,4,,SG,4400,ATL,BKN,1,111,20,16,105,108,9%,9,10,10,27,26,26,25.8,22.8,14.4,31.1,25.5,20.5,4.7,19,13.5,3.1
Mason Plumlee,17,,PF/C,4300,DEN,@DAL,1,104,18,15,98,106,0%,6,5,5,26,20,18,17.2,16.7,8.5,24.9,29.0,27.7,6.4,19.1,18.8,4.4
Mike James,4,,PG,4300,PHO,@PHI,1,109,25,14,104,103,3%,9,11,10,20,21,23,24.8,22.9,14.0,31.9,21.0,21.5,5.0,5,8.3,1.9
Tyson Chandler,4,,C,4300,PHO,@PHI,1,109,11,16,104,103,5%,5,6,5,23,24,25,25.6,22.4,14.0,30.7,23.0,21.7,5.0,36.6,37.5,8.7
Kyle O'Quinn,3,,PF/C,4200,NYK,@IND,0,101,19,18,101,107,10%,5,6,5,16,21,17,25.6,19.8,8.7,30.8,16.0,19.5,4.6,7.6,13.0,3.1
Josh Jackson,,,SG/SF,4200,PHO,@PHI,1,109,23,8,104,103,2%,12,11,9,23,22,22,19.0,18.3,10.4,26.3,17.0,14.8,3.5,23.4,13.8,3.3
Terry Rozier,,,PG/SG,4100,BOS,MIL,1,104,19,14,98,105,-8%,7,7,9,20,22,24,18.3,20.8,11.2,30.5,19.5,15.4,3.8,24.1,16.0,3.9
Tim Frazier,,,PG,4100,WAS,@UTA,2,97,15,10,98,102,-2%,5,4,4,21,20,18,15.5,14.0,7.5,20.5,23.5,16.8,4.1,19.8,8.0,2.0
Joe Harris,,,SG/SF,4100,BKN,@ATL,1,110,16,14,100,108,-8%,8,9,8,28,28,23,21.4,18.3,11.1,25.6,24.0,18.2,4.4,31.4,17.5,4.3
Tyler Ulis,4,,PG,4100,PHO,@PHI,1,109,20,10,104,103,3%,8,9,8,24,25,23,19.9,18.2,10.8,25.5,24.5,19.9,4.9,37,32.8,8.0
Seth Curry,,O,PG/SG,4100,DAL,DEN,1,106,,,100,106,-3%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Darius Miller,3,,SF,4100,NOR,GSW,1,110,13,13,104,102,4%,8,8,5,31,27,19,19.4,12.8,3.8,21.7,32.5,22.7,5.5,34.4,15.0,3.7
Tomas Satoransky,5,,PG/SG,4100,WAS,@UTA,2,97,15,17,98,102,-6%,7,5,3,26,20,14,21.9,12.2,2.2,22.2,23.0,16.5,4.0,24.1,13.5,3.3
J.R. Smith,3,,SG/SF,4100,CLE,@CHI,1,109,13,8,99,109,4%,7,9,8,34,35,31,22.9,17.9,10.2,25.6,33.5,20.3,5.0,25.6,13.0,3.2
Ish Smith,1,,PG,4000,DET,@SAS,1,99,23,17,97,101,-14%,6,8,8,21,21,20,19.9,18.9,12.9,24.9,20.0,17.3,4.3,14.3,16.3,4.1
Alec Burks,14,,PG/SG,4000,UTA,WAS,2,101,21,15,100,104,-2%,17,12,8,30,26,19,30.8,16.7,4.9,28.5,28.0,23.6,5.9,27.9,41.3,10.3
Luke Babbitt,3,,SF/PF,4000,ATL,BKN,1,111,15,13,105,108,-4%,7,7,6,20,17,20,15.4,14.4,5.0,23.9,21.0,16.4,4.1,16.2,8.5,2.1
Michael Kidd-Gilchrist,7,,SF,4000,CHA,ORL,2,113,14,13,103,108,13%,10,11,8,32,31,27,20.6,18.7,10.3,27.1,30.5,22.9,5.7,25.9,26.5,6.6
Marquese Chriss,,,PF/C,3900,PHO,@PHI,1,109,15,10,104,103,-5%,4,5,6,22,20,20,14.7,17.1,8.3,25.8,20.5,17.8,4.6,22.5,17.5,4.5
Devin Harris,2,,PG/SG,3900,DAL,DEN,1,106,21,15,100,106,7%,7,7,7,22,21,18,21.3,16.5,9.6,23.4,21.0,18.5,4.7,22.8,25.3,6.5
Dwight Powell,2,,PF/C,3900,DAL,DEN,1,106,15,16,100,106,6%,7,6,5,21,19,18,23.0,16.4,9.5,23.3,18.5,16.5,4.2,23.1,26.3,6.7
Jarrett Jack,4,,PG,3900,NYK,@IND,0,101,15,10,101,107,-1%,7,8,6,26,28,26,24.1,19.4,11.9,26.9,28.0,22.5,5.8,16.9,12.0,3.1
Patty Mills,2,,PG,3900,SAS,DET,0,103,18,12,99,105,-3%,6,7,9,24,25,26,19.3,19.7,11.7,27.8,24.0,18.7,4.8,25.1,21.0,5.4
DeAndre' Bembry,1,,SG/SF,3900,ATL,BKN,1,111,,,105,108,-4%,8,6,5,21,19,15,14.2,11.5,3.1,19.9,21.0,17.5,4.5,27.2,22.8,5.8
Malik Monk,,,PG/SG,3900,CHA,ORL,2,113,22,9,103,108,9%,8,4,8,18,13,19,8.8,14.2,4.0,24.3,0.0,0.0,0.0,0,0.0,0.0
Tony Snell,,,SG/SF,3800,MIL,@BOS,1,99,10,11,98,99,-10%,6,6,6,30,30,33,13.9,17.6,12.1,23.2,29.5,14.4,3.8,39.3,12.5,3.3
Jeff Green,4,,SF/PF,3800,CLE,@CHI,1,109,20,17,99,109,6%,8,8,7,22,23,21,22.1,18.3,8.7,27.9,23.5,18.5,4.9,25.1,27.5,7.2
Dillon Brooks,,,SG/SF,3800,MEM,MIN,1,99,14,8,99,108,-2%,3,5,7,25,28,29,11.8,17.4,9.1,25.7,31.0,19.2,5.1,27.7,14.0,3.7
Glenn Robinson III,,O,SG/SF,3800,IND,NYK,2,111,,,99,105,2%,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Chandler Parsons,,O,SF/PF,3800,MEM,MIN,1,99,17,16,99,108,-2%,9,8,6,17,22,20,16.7,16.7,9.7,23.7,0.0,0.0,0.0,0,0.0,0.0
Frank Kaminsky,1,,PF/C,3800,CHA,ORL,2,113,19,13,103,108,2%,10,8,9,22,22,24,16.4,19.3,10.1,28.6,20.5,18.1,4.8,23.6,29.3,7.7
Tyus Jones,,,PG/SG,3800,MIN,@MEM,0,102,12,13,97,104,4%,2,6,3,12,29,18,26.1,13.3,2.0,24.6,13.5,9.6,2.5,15.9,8.0,2.1
Emmanuel Mudiay,1,,PG,3800,DEN,@DAL,1,104,25,12,98,106,4%,9,7,9,16,17,22,12.8,19.5,9.2,29.9,17.5,15.5,4.1,15.8,12.0,3.2
D.J. Augustin,,,PG/SG,3800,ORL,@CHA,0,106,18,16,101,105,-1%,7,7,6,17,18,20,15.4,17.0,7.8,26.3,19.0,14.5,3.8,16.1,23.8,6.3
Yogi Ferrell,,,PG/SG,3800,DAL,DEN,1,106,15,9,100,106,7%,9,6,8,21,22,28,11.5,17.2,9.8,24.5,21.0,13.6,3.6,25.4,22.0,5.8
Tristan Thompson,,O,PF/C,3800,CLE,@CHI,1,109,9,10,99,109,-1%,1,2,3,17,21,22,11.9,13.8,8.6,18.9,0.0,0.0,0.0,0,0.0,0.0
Jonas Jerebko,,,SF/PF,3800,UTA,WAS,2,101,14,17,100,104,1%,8,7,5,23,22,16,20.6,13.7,4.2,23.2,13.5,10.4,2.7,29.9,15.3,4.0
Derrick Rose,0,O,PG,3800,CLE,@CHI,1,109,25,12,99,109,9%,11,13,12,23,27,27,19.5,19.8,15.2,24.3,0.0,0.0,0.0,0,0.0,0.0
David Nwaba,6,,PG/SG,3800,CHI,CLE,2,101,,,100,108,5%,7,7,5,21,25,21,22.4,19.3,10.0,28.6,21.0,16.4,4.3,16.4,8.8,2.3
Markelle Fultz,,O,PG/SG,3800,PHI,PHO,1,119,,,105,110,17%,5,7,7,20,19,19,12.4,12.4,8.8,16.1,0.0,0.0,0.0,0,0.0,0.0
James Ennis III,,,SG/SF,3700,MEM,MIN,1,99,11,11,99,108,-2%,3,4,5,23,20,27,10.4,15.6,7.2,23.9,24.5,14.1,3.8,26.3,17.5,4.7
Andre Iguodala,0,,SG/SF,3700,GSW,@NOR,0,119,11,12,102,106,11%,5,5,5,30,26,26,19.7,17.2,12.7,21.8,24.0,18.4,5.0,26.1,24.0,6.5
Terrence Ross,,O,SG/SF,3700,ORL,@CHA,0,106,16,10,101,105,3%,7,7,8,28,27,27,19.4,19.1,10.7,27.5,0.0,0.0,0.0,0,0.0,0.0
Thabo Sefolosha,,,SG/SF,3700,UTA,WAS,2,101,14,16,100,104,-8%,8,7,6,25,21,21,15.5,17.4,9.4,25.4,21.0,16.2,4.4,12.3,14.8,4.0
E'Twaun Moore,12,,SG/SF,3700,NOR,GSW,1,110,15,12,104,102,-7%,9,9,10,35,30,31,18.4,20.5,13.2,27.7,34.0,23.3,6.3,37.8,39.5,10.7
Stanley Johnson,,,SG/SF,3700,DET,@SAS,1,99,13,7,97,101,-6%,7,7,8,30,29,30,15.8,16.5,9.6,23.5,30.5,16.9,4.6,30.2,34.0,9.2
Amir Johnson,1,,PF/C,3700,PHI,PHO,1,119,14,16,105,110,14%,6,4,4,19,16,15,17.9,16.4,7.6,25.1,15.5,15.9,4.3,14,8.0,2.2
Trey Lyles,2,,SF/PF,3700,DEN,@DAL,1,104,18,18,98,106,-8%,8,6,4,26,22,11,17.8,10.3,1.7,18.8,23.0,17.8,4.8,15.5,22.0,5.9
Richaun Holmes,,,PF/C,3700,PHI,PHO,1,119,,,105,110,14%,5,3,3,12,11,12,9.0,11.1,3.9,18.2,0.0,0.0,0.0,0,0.0,0.0
Marvin Williams,6,,SF/PF,3700,CHA,ORL,2,113,13,14,103,108,2%,6,6,7,26,26,26,22.0,19.6,11.6,27.5,27.0,20.5,5.5,24.4,17.3,4.7
Jae Crowder,,,SF/PF,3700,CLE,@CHI,1,109,15,9,99,109,3%,7,6,7,25,24,26,11.1,15.6,7.5,23.6,26.0,17.3,4.7,21.1,18.5,5.0
Daniel Theis,,,PF/C,3700,BOS,MIL,1,104,16,15,98,105,-13%,4,4,3,12,13,12,14.0,11.9,4.2,19.6,0.0,0.0,0.0,10.2,8.8,2.4
Juancho Hernangomez,1,,SF/PF,3700,DEN,@DAL,1,104,12,10,98,106,-8%,4,5,4,24,22,16,13.5,9.8,1.7,17.9,22.0,16.3,4.4,12,9.0,2.4
Kyle Korver,,,SG/SF,3700,CLE,@CHI,1,109,16,16,99,109,4%,7,8,8,27,25,23,17.1,18.1,10.3,25.9,24.0,17.8,4.8,22.6,14.0,3.8
Thon Maker,,,PF/C,3700,MIL,@BOS,1,99,13,9,98,99,-3%,3,5,4,18,21,19,14.4,12.9,7.2,18.6,19.0,12.8,3.5,8.3,1.3,0.4
Tony Parker,,P,PG,3700,SAS,DET,0,103,,,99,105,-3%,7,7,7,17,16,16,15.1,15.1,11.2,19.0,18.0,15.1,4.1,19.6,15.5,4.2
Shaun Livingston,,O,PG/SG,3600,GSW,@NOR,0,119,15,11,102,106,3%,2,4,5,13,14,16,9.1,11.8,6.1,17.5,0.0,0.0,0.0,0,0.0,0.0
Gorgui Dieng,,,PF/C,3600,MIN,@MEM,0,102,18,16,97,104,-2%,7,7,5,20,23,17,21.6,15.3,6.4,24.3,17.5,14.3,4.0,20.8,23.3,6.5
Aron Baynes,,,C,3600,BOS,MIL,1,104,15,13,98,105,6%,4,5,5,16,18,18,16.2,15.2,7.5,22.8,16.0,14.0,3.9,15.2,20.0,5.6
Malcolm Delaney,,,PG/SG,3600,ATL,BKN,1,111,15,8,105,108,9%,4,5,5,15,22,20,10.4,12.6,6.5,18.6,0.0,0.0,0.0,4.5,7.0,1.9
Manu Ginobili,,,SG/SF,3600,SAS,DET,0,103,21,10,99,105,-10%,7,7,7,24,22,21,16.7,16.3,8.2,24.4,19.0,15.3,4.3,26.4,20.5,5.7
Bryn Forbes,,,PG/SG,3600,SAS,DET,0,103,17,12,99,105,-10%,9,8,6,26,21,16,11.7,10.1,2.4,17.8,21.0,12.7,3.5,13.1,2.8,0.8
Jared Dudley,,,PF,3600,PHO,@PHI,1,109,,,104,103,2%,3,2,2,15,14,14,11.2,11.6,1.6,21.6,0.0,0.0,0.0,0,0.0,0.0
Cody Zeller,,,C,3600,CHA,ORL,2,113,15,16,103,108,3%,4,4,5,24,22,20,15.7,17.9,12.4,23.3,18.0,15.6,4.3,18.9,14.8,4.1
Shabazz Muhammad,,,SG/SF,3500,MIN,@MEM,0,102,17,9,97,104,-5%,1,2,4,4,7,11,5.8,7.3,1.6,12.9,0.0,0.0,0.0,0,0.0,0.0
Brandon Paul,,,SG,3500,SAS,DET,0,103,14,11,99,105,-10%,4,2,3,19,10,12,7.0,8.1,-1.4,17.6,19.0,12.5,3.6,1.7,1.5,0.4
Jamal Crawford,,,SG,3500,MIN,@MEM,0,102,24,15,97,104,-5%,11,8,8,18,18,18,12.7,15.3,7.5,23.2,18.0,13.5,3.9,19.7,8.3,2.4
Ben McLemore,3,,SG/SF,3500,MEM,MIN,1,99,18,8,99,108,8%,6,7,7,23,24,20,17.6,13.1,7.1,19.2,26.0,17.7,5.1,18.1,10.8,3.1
David West,,,PF/C,3500,GSW,@NOR,0,119,20,25,102,106,2%,4,4,4,12,13,12,16.6,15.9,9.9,21.9,12.5,14.0,4.0,13.1,21.0,6.0
Frank Ntilikina,,,PG/SG,3500,NYK,@IND,0,101,19,7,101,107,-1%,10,7,6,18,17,20,10.3,14.9,6.8,23.1,18.5,15.0,4.3,26.8,13.3,3.8
Jonathan Isaac,,O,SF/PF,3500,ORL,@CHA,0,106,14,12,101,105,4%,5,7,5,19,22,20,16.3,16.2,11.1,21.3,0.0,0.0,0.0,0,0.0,0.0
Sean Kilpatrick,,,PG/SG,3500,BKN,@ATL,1,110,25,6,100,108,-8%,7,8,6,16,19,12,14.8,9.9,2.5,17.4,12.0,10.8,3.1,4.5,0.0,0.0
Mike Muscala,,O,C,3500,ATL,BKN,1,111,13,11,105,108,8%,4,6,6,20,24,22,18.6,16.3,7.6,25.1,0.0,0.0,0.0,0,0.0,0.0
Dejounte Murray,,,PG,3500,SAS,DET,0,103,21,13,99,105,-3%,8,4,7,25,17,20,14.6,18.6,6.3,30.9,0.0,0.0,0.0,8.6,3.8,1.1
DeAndre Liggins,,,PG/SF,3500,MIL,@BOS,1,99,9,5,98,99,-10%,4,2,3,17,22,16,10.3,7.7,1.9,13.4,15.5,7.7,2.2,12,4.8,1.4
Joe Johnson,,O,SG/SF,3500,UTA,WAS,2,101,,,100,104,-2%,3,6,7,17,19,19,12.8,13.3,7.4,19.2,0.0,0.0,0.0,0,0.0,0.0
Jodie Meeks,,,SG,3500,WAS,@UTA,2,97,18,13,98,102,-7%,8,7,6,20,18,17,14.1,11.6,5.2,18.0,16.0,11.0,3.1,22.1,7.5,2.1
Michael Beasley,19,,SF/PF,3500,NYK,@IND,0,101,25,13,101,107,-9%,13,12,7,23,20,15,20.5,13.8,3.5,24.1,28.0,27.9,8.0,14.2,14.3,4.1
Nemanja Bjelica,,O,SF/PF,3500,MIN,@MEM,0,102,16,18,97,104,3%,4,5,5,12,15,15,12.5,13.5,6.9,20.1,0.0,0.0,0.0,0,0.0,0.0
Cory Joseph,,,PG,3500,IND,NYK,2,111,15,12,99,105,6%,6,5,7,24,25,24,12.6,18.1,9.7,26.5,24.5,18.1,5.2,21.9,22.3,6.4
Paul Zipser,,,SG/SF,3500,CHI,CLE,2,101,17,4,100,108,4%,10,7,6,20,15,18,13.4,11.8,5.0,18.5,13.0,8.6,2.5,14.6,4.0,1.1
Iman Shumpert,,O,PG/SG,3500,CLE,@CHI,1,109,13,7,99,109,4%,1,4,4,9,22,21,11.4,12.2,1.9,22.5,0.0,0.0,0.0,0,0.0,0.0
Channing Frye,,,PF/C,3400,CLE,@CHI,1,109,14,14,99,109,3%,5,4,4,13,17,12,13.4,9.9,2.7,17.2,15.5,13.1,3.9,25.1,4.5,1.3
Al Jefferson,0,,PF/C,3400,IND,NYK,2,111,,,99,105,-6%,8,7,6,17,15,15,18.8,18.4,10.3,26.6,0.0,0.0,0.0,0,0.0,0.0
Dragan Bender,,,PF/C,3400,PHO,@PHI,1,109,12,7,104,103,-5%,5,4,5,17,19,22,9.3,13.8,7.7,19.9,20.5,13.5,4.0,25.5,14.3,4.2
Tyler Zeller,0,,C,3400,BKN,@ATL,1,110,16,17,100,108,3%,6,6,6,23,20,19,18.1,16.5,9.9,23.0,21.0,17.4,5.1,16.5,19.3,5.7
Jarrett Allen,,,PF/C,3400,BKN,@ATL,1,110,12,15,100,108,3%,5,4,4,17,18,16,16.1,12.9,6.6,19.3,16.5,13.7,4.0,20.7,22.8,6.7
Jerryd Bayless,5,,PG/SG,3400,PHI,PHO,1,119,15,9,105,110,17%,9,8,8,29,26,29,17.5,18.0,11.1,24.8,26.5,18.8,5.5,21.6,12.8,3.8
Luke Kennard,,,SG,3400,DET,@SAS,1,99,18,11,97,101,-4%,6,6,6,20,19,18,14.2,12.5,4.7,20.2,18.5,12.2,3.6,7.7,3.5,1.0
Jarell Martin,,,PF/C,3400,MEM,MIN,1,99,14,7,99,108,-7%,4,5,5,18,16,19,9.2,12.2,5.5,19.0,17.5,11.7,3.4,13.5,8.0,2.4
Miles Plumlee,4,,C,3400,ATL,BKN,1,111,,,105,108,11%,2,1,1,11,11,11,7.7,7.7,-5.0,20.3,19.0,14.3,4.2,21.7,11.8,3.5
Guillermo Hernangomez,,,PF/C,3400,NYK,@IND,0,101,23,14,101,107,10%,5,5,4,12,14,11,15.3,10.9,3.9,17.8,0.0,0.0,0.0,16.9,31.5,9.3
Andrew Harrison,,,PG/SG,3400,MEM,MIN,1,99,18,10,99,108,8%,6,6,5,14,17,16,15.5,11.6,5.8,17.3,15.0,10.4,3.1,18.4,17.0,5.0
Arron Afflalo,,,SG/SF,3400,ORL,@CHA,0,106,10,2,101,105,3%,3,3,2,18,16,12,5.2,5.2,-1.0,11.3,19.5,9.8,2.9,18.4,9.5,2.8
Jason Smith,,,PF/C,3400,WAS,@UTA,2,97,,,98,102,-5%,4,3,3,9,9,10,5.7,5.9,1.8,10.1,0.0,0.0,0.0,4.9,4.5,1.3
Jameer Nelson,,,PG/SG,3400,NOR,GSW,1,110,14,11,104,102,-2%,5,4,5,19,22,25,15.5,17.7,10.1,25.3,20.0,14.5,4.3,20.3,13.0,3.8
Patrick McCaw,,,SG/SF,3400,GSW,@NOR,0,119,12,12,102,106,3%,4,4,3,20,18,14,15.1,8.4,-0.8,17.7,19.0,11.7,3.4,4.4,7.0,2.1
Omri Casspi,,,SF/PF,3400,GSW,@NOR,0,119,15,18,102,106,11%,6,7,4,23,25,15,19.1,14.3,6.1,22.6,0.0,0.0,0.0,11.5,4.3,1.3
Anthony Tolliver,,,SF/PF,3400,DET,@SAS,1,99,15,14,97,101,-9%,4,4,5,19,17,18,11.4,13.6,7.4,19.8,16.0,11.0,3.2,24.1,10.3,3.0
Ian Mahinmi,,,C,3400,WAS,@UTA,2,97,13,8,98,102,-8%,4,3,3,20,20,14,13.1,9.8,4.5,15.2,19.0,13.5,4.0,10,4.8,1.4
Troy Daniels,,,SG,3300,PHO,@PHI,1,109,15,9,104,103,1%,4,5,5,12,16,15,8.0,9.1,1.4,16.7,0.0,0.0,0.0,5.3,6.8,2.1
Dwayne Bacon,,,SG/SF,3300,CHA,ORL,2,113,13,5,103,108,13%,3,2,5,8,11,19,5.5,11.4,3.9,18.9,0.0,0.0,0.0,10.8,2.0,0.6
Zaza Pachulia,1,O,C,3300,GSW,@NOR,0,119,16,15,102,106,-3%,4,5,4,16,16,15,20.4,15.2,9.2,21.1,0.0,0.0,0.0,0,0.0,0.0
Jordan Bell,2,,PF/C,3300,GSW,@NOR,0,119,15,24,102,106,2%,7,4,3,14,11,10,15.2,12.1,3.1,21.0,14.0,15.1,4.6,12.4,6.3,1.9
Isaiah Taylor,1,,PG,3300,ATL,BKN,1,111,18,12,105,108,9%,6,6,5,16,17,17,12.2,13.1,5.2,21.1,15.0,11.7,3.5,20,12.5,3.8
Dante Cunningham,2,,SF/PF,3300,NOR,GSW,1,110,10,8,104,102,4%,4,4,5,16,17,23,14.4,13.1,6.9,19.3,17.0,10.6,3.2,32,26.8,8.1
Doug McDermott,,,SF/PF,3300,NYK,@IND,0,101,14,11,101,107,-9%,7,6,7,30,24,23,11.7,14.2,8.5,19.9,29.5,17.4,5.3,29.4,17.8,5.4
Isaiah Whitehead,,,PG/SG,3300,BKN,@ATL,1,110,,,100,108,-8%,5,6,6,7,12,12,11.3,11.7,0.6,22.8,0.0,0.0,0.0,0,0.0,0.0
Tyler Cavanaugh,,,PF,3300,ATL,BKN,1,111,,,105,108,8%,3,4,3,13,13,10,9.8,8.4,0.1,16.8,18.0,14.8,4.5,22.6,11.5,3.5
